	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	A1	A1g	A1dv	A1z	A1l	A1dw	A1ds	A1cl	A1cr	A1dr	A1o	A1dp	A1p	A1dl	A1dq	A1dn	A1dm	A1dt	A1am	A1dy	A1bh	70739_A	A1ct	58464_A	3263_A	6081_A	2771_A	3525_A	12061_A	A1do	70740_A	30814_A	70812_A	70792_A	9429_A	A1du	70795_A	70793_A	70791_A	A1dz	A1dx	70790_A	1842_A	6528_A	7367_A	2932_A	70794_A	70814_A	70798_A	4527_A	70796_A	8504_A	A1ea	10098_A	10096_A	10672_A	54515_A	3056_A	54877_A	54878_A	3515_A	70808_A	16790_A	9390_A	70742_A	70741_A	70815_A	55166_A	13902_A	1042_A	10539_A	1481_A	70801_A	55719_A	70805_A	8177_A	70797_A	70810_A	70804_A	70813_A	54511_A	70807_A	3283_A	70803_A	60672_A	8512_A	59815_A	61370_A	70811_A	71023_A	2379_A	1088_A	7561_A	1068_A	70802_A	71024_A	70800_A	10920_A	71025_A	959_A	54512_A	70799_A	71027_A	70816_A	71026_A	C15	C15r	C1	32423_C	C91e	C15h	D1	D3a	D4	D3	D4c
45861	KS3_30A	2.8292199878123094	1.0356489945155394	0.01736745886654479	1.0345063985374772	0.017138939670932357	0.0	0.0	0.0011425959780621572	0.00022851919561243144	1.0	0.0012949421084704447	0.10031992687385742	0	0	0	0	0	0	0	0	0.8565661182205973	0	0	0.0258988421694089	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01683424741011578	0	0	0	0	0	0	0.011730652041438147	0.011121267519804997	0.010435709932967703	0.006246191346739793	0.006093845216331505	0	0	0.007921998781230956	0	0	0.005941499085923218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005179768433881779	0	0.010435709932967703	0	0	0	0	0.010892748324192566	0	0	0	0	0	0	0	0	0.006322364411943937	0	0	0	0.007998171846435101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003808653260207191	0	0	0	0
45862	KS3_33A	2.6111224489795917	1.0353061224489797	0.01979591836734694	1.0353061224489797	0.01979591836734694	0.0	0.0	0.0	0.0	1.0	0.0017346938775510204	0.09887755102040818	0	0	0	0	0	0	0	0	0.8540816326530613	0	0	0.024795918367346938	0	0	0	0	0	0	0	0	0	0.00826530612244898	0	0	0	0.013979591836734693	0	0	0	0	0	0	0.010714285714285714	0.007244897959183674	0.010612244897959184	0.0064285714285714285	0.0066326530612244895	0	0	0.005	0	0	0.004387755102040816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004897959183673469	0.018571428571428572	0.005408163265306122	0	0	0	0.009387755102040816	0	0	0	0	0	0	0	0	0.009591836734693878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45863	KS3_36A	2.1300464138716175	1.0558717926263246	0.018565548646991857	1.052719152290043	0.017864961905595937	0.0	0.0	0.0031526403362816357	0.000700586741395919	1.0	0.0011384534547683686	0.09142656975216744	0	0	0	0	0	0	0	0	0.8622471319730274	0	0	0.029074349767930642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017251948506874507	0	0	0	0	0	0	0.012435414659777563	0.01532533496803573	0.011121814519660215	0.0072685874419826605	0.00788160084070409	0	0	0	0	0	0.0063928540152377615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009720641036868377	0	0	0	0	0.014449601541290831	0	0	0	0	0	0	0	0	0.006830720728610211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45864	KS4_30A	1.890202964416671	1.0450859887414141	0.013582606001136187	1.0450859887414141	0.013582606001136187	0.0	0.0	0.0	0.0	1.0	0.0006713835665960853	0.07271600475132986	0	0	0	0	0	0	0	0	0.8765170686360585	0	0	0.028662913804679026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022104012807932654	0	0	0	0	0	0	0.013272736662707224	0.005319423643030522	0.00877963125548727	0.008108247688891184	0.007230284563342457	0	0	0.006507256107008212	0	0	0.006817125445437174	0	0	0	0	0	0	0	0.007695088570985901	0	0	0	0	0.008986210814439911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45865	KS4_33A	2.1970647341818403	1.0434200109615737	0.01601607697460569	1.0434200109615737	0.01601607697460569	0.0	0.0	0.0	0.0	1.0	0.0009134644662322635	0.07204189757018452	0	0	0	0	0	0	0	0	0.8822239814871201	0	0	0.023871871384203155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020400706412520554	0	0	0	0	0	0	0.01272760489616954	0.006516046525790147	0.009073747031240484	0.00876925887582973	0.006211558370379392	0	0	0.005541684428475732	0	0	0.007064125205529505	0	0	0	0	0	0	0	0.007733999147433165	0	0	0	0	0.008403873089336825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002435905243286036	0	0	0	0	0.001217952621643018	0	0	0	0
45866	KS4_36A	1.9871067560598246	1.0495100567302733	0.014841556357801846	1.0495100567302733	0.014841556357801846	0.0	0.0	0.0	0.0	1.0	0.0006876396768093519	0.06819093461692739	0	0	0	0	0	0	0	0	0.8857945103432469	0	0	0.025156151509942125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020858403529883673	0	0	0	0	0	0	0.013122457165778466	0.004698871124863904	0.008882012492120795	0.010314595152140279	0.006360667010486505	0	0	0	0	0	0.009283135636926251	0	0	0	0	0	0	0	0.006303363704085726	0	0	0	0	0.009225832330525471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45867	KS5_30A	1.9068738792588165	1.0405857740585773	0.016019127316198447	1.0405857740585773	0.016019127316198447	0.0	0.0	0.0	0.0	1.0	0.0009563658099222953	0.0971309025702331	0	0	0	0	0	0	0	0	0.8501494321578004	0	0	0.02851165570830843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02319187089061566	0	0	0	0	0	0	0.01470412432755529	0.008248655110579798	0.009264793783622235	0.00830842797369994	0.008607292289300657	0	0	0.007292289300657502	0	0	0.0066945606694560665	0	0	0	0	0	0	0	0.008427973699940227	0	0	0	0	0.009444112372982667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007591153616258219	0.008547519426180514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010161386730424388	0	0	0	0
45868	KS5_33A	2.143107184530755	1.0343390565094182	0.018419736622770463	1.0343390565094182	0.018419736622770463	0.0	0.0	0.0	0.0	1.0	0.0015002500416736123	0.1044340723453909	0	0	0	0	0	0	0	0	0.8368894815802633	0	0	0.031921986997832975	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026754459076512752	0	0	0	0	0	0	0.01550258376396066	0.006417736289381563	0.010001666944490749	0.008751458576429404	0.007417902983830638	0	0	0.004167361226871145	0	0	0.006584430738456409	0	0	0	0	0	0	0	0.008751458576429404	0	0	0	0	0.007417902983830638	0	0	0	0	0	0	0	0	0.004500750125020837	0	0	0.004167361226871145	0	0	0	0	0	0	0.008918153025504251	0.00775129188198033	0	0	0	0	0	0	0	0.004084014002333722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45869	KS5_36A	2.041413116970926	1.0404834347532117	0.01986139283299527	1.0404834347532117	0.01986139283299527	0.0	0.0	0.0	0.0	1.0	0.001352265043948614	0.10589925625422583	0	0	0	0	0	0	0	0	0.8460953346855984	0	0	0.027721433400946585	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02028397565922921	0	0	0	0	0	0	0.01664976335361731	0.006000676132521974	0.008536173089925625	0.010480054090601758	0.008620689655172414	0	0	0.006423258958755916	0	0	0.010564570655848546	0	0	0	0	0	0	0	0.0065077755240027044	0	0	0	0	0.009043272481406356	0	0	0	0	0	0	0	0	0	0	0.004817444219066937	0	0	0	0	0	0	0	0.009212305611899932	0.009043272481406356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45870	KS6_30A	2.1048414945783547	1.0332205262794392	0.01692105808412183	1.0332205262794392	0.01692105808412183	0.0	0.0	0.0	0.0	1.0	0.0013813108640099454	0.14593549278265072	0	0	0	0	0	0	0	0	0.7867946681400649	0	0	0.03971268734028593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027557151736998412	0	0	0	0	0	0	0.014503764072104427	0.006284964431245252	0.009945438220871607	0.010014503764072105	0.008149734097658679	0	0	0.004834588024034809	0	0	0.005939636715242765	0	0	0	0	0	0	0	0.022929760342565095	0	0	0	0	0.010359831480074591	0	0	0	0	0	0	0	0.005110850196836798	0.004212998135230334	0	0.007251882036052214	0.004351129221631328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01643759928171835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009531044961668624	0	0	0	0.00607776780164376	0	0	0	0	0	0	0	0	0	0	0	0
45871	KS6_33A	2.4988548647043856	1.0530155229451184	0.020697260157774195	1.0501314784969038	0.02001866146407668	0.0	0.0	0.002884044448214437	0.0006785986936975147	1.0	0.0017813215709559758	0.11442870472474342	0	0	0	0	0	0	0	0	0.8018491814403257	0	0	0.031215539910085674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025956400033929936	0	0	0	0	0	0	0.0045805411824582235	0.027652896768173722	0.005937738569853253	0.006531512426838578	0.00890660785477988	0	0	0.00763423530409704	0	0	0	0	0	0	0	0	0	0	0.007379760793960472	0	0	0	0	0	0	0	0	0	0.025701925523793367	0	0	0	0.005513614386292306	0	0	0	0	0	0	0	0	0	0	0	0.01009415556875053	0	0	0	0	0.006192213079989821	0	0	0	0	0	0.008312833997794554	0	0	0	0	0	0	0.005598439223004496	0	0	0	0	0.00500466536601917	0	0	0	0	0	0.00508949020273136	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000508949020273136	0.00033929934684875734	0	0	0
45872	KS6_36A	2.2893045002922268	1.0411622276029056	0.01845203306337146	1.0411622276029056	0.01845203306337146	0.0	0.0	0.0	0.0	1.0	0.0015028805209985807	0.11004425148200718	0	0	0	0	0	0	0	0	0.8042915588210737	0	0	0.02563246221925357	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024547048509643482	0	0	0	0	0	0	0	0.02863822326125073	0.009434749937379978	0.006929949069049011	0.008766803039158387	0	0	0.009100776488269183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030141103782249313	0	0	0.0049261083743842365	0	0	0	0	0	0	0	0	0	0	0	0	0.014611338398597311	0	0	0	0	0	0	0	0	0	0	0.010436670284712365	0	0	0	0	0	0	0.006929949069049011	0	0	0	0	0.005928028721716623	0	0	0	0	0	0	0	0	0.004341654838440344	0	0	0	0	0	0	0	0	0	0	0	0.00308925440427486	0	0.002254320781497871	0
45873	KS7_30A	1.949787288900348	1.0284903957715612	0.017983756606935672	1.028168106226634	0.01791929869795024	0.0	0.0	0.00032228954492716255	6.44579089854325e-05	1.0	0.0005801211808688926	0.029134974861415495	0	0	0	0	0	0	0	0	0.8202268918396287	0	0	0.009604228438829444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010184349619698337	0	0.130849555240428	0	0	0	0	0	0	0.007283743715353874	0.004769885264922006	0.005865669717674359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011215676163465258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45874	KS7_33A	2.235201440468152	1.0480156050716483	0.020706729687148324	1.0354115087403406	0.019356290794508214	0.0	0.0	0.012604096331307674	0.0013504388926401081	1.0	0.0006752194463200541	0.029934728786855727	0	0	0	0	0	0	0	0	0.8187410908545277	0	0	0.012303998799609873	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009828194163103009	0	0.12919198739590368	0	0	0	0	0	0	0.006602145697351639	0.005551804336409333	0.005476779953484882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012303998799609873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45875	KS7_36A	2.29246361350301	1.0300236226472606	0.01874571363255353	1.0297950163834488	0.018669511544616324	0.0	0.0	0.00022860626381162843	7.620208793720948e-05	1.0	0.0009906271431837233	0.029947420559323326	0	0	0	0	0	0	0	0	0.819553455764688	0	0	0.010668292311209327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011811323630267469	0	0.12626685971195611	0	0	0	0	0	0	0.007010592090223272	0.005334146155604663	0.005715156595290711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01188752571820468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045721252762325685	0.0003048083517488379	0.0006096167034976758	0	0.0003810104396860474	0	0
45876	S1_E_ST_30B	4.009607686148919	1.0102481985588472	0.01088871096877502	1.0102481985588472	0.01088871096877502	0.0	0.0	0.0	0.0	1.0	0.0014411529223378704	0	0	0	0	0	0	0	0	0	0.17646116893514813	0.300080064051241	0	0	0.15596477181745397	0	0	0	0.09655724579663731	0	0.0755804643714972	0.055884707766212974	0.05380304243394716	0	0.04803843074459568	0.03763010408326661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45877	S1_E_ST_33B	3.053671946589868	1.0145306977353057	0.013745254614478335	1.0145306977353057	0.013745254614478335	0.0	0.0	0.0	0.0	1.0	0.0011781646812410002	0	0	0	0	0	0	0	0	0	0.16795392067024478	0.288650346904045	0	0	0.17070297159314046	0	0	0	0.09674041104856657	0	0.07618798272025135	0.0645372430946459	0.05825369812802723	0	0.042021206964262335	0.034952218876816335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45878	S1_E_ST_36B	2.69425	1.0215	0.013875	1.0195	0.013375	0.0	0.0	0.002	0.0005	1.0	0.001125	0	0	0	0	0	0	0	0	0	0.167875	0.290875	0	0	0.1525	0	0	0	0.097125	0	0.076125	0.067625	0.06175	0	0.045625	0.0405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45882	S2_E_ST_30B	2.782338021673968	1.0190223656905695	0.014756744293290294	1.0176389209130736	0.014526170163707632	0.0	0.0	0.001383444777495965	0.00023057412958266084	1.0	0.0010375835831219738	0	0	0	0	0	0	0	0	0	0.1572515563753747	0.30378141572515566	0	0	0.16993313350242104	0	0	0	0.09730228268388287	0	0.07666589808623472	0.07009453539312889	0.04726769656444547	0	0.040926908000922295	0.036776573668434405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45883	S2_E_ST_33B	2.6097194388777556	1.0182865731462927	0.012024048096192385	1.0182865731462927	0.012024048096192385	0.0	0.0	0.0	0.0	1.0	0.0011272545090180361	0	0	0	0	0	0	0	0	0	0.15518537074148298	0.2997244488977956	0	0	0.1692134268537074	0	0	0	0.09619238476953908	0	0.07765531062124248	0.07277054108216433	0.049473947895791584	0	0.04333667334669339	0.03644789579158317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45884	S2_E_ST_36B	2.953545836422041	1.01704966641957	0.013713862120088955	1.01704966641957	0.013713862120088955	0.0	0.0	0.0	0.0	1.0	0.001111934766493699	0	0	0	0	0	0	0	0	0	0.16580182851494935	0.2876204595997035	0	0	0.16481344205584383	0	0	0	0.09649122807017543	0	0.0826538176426983	0.07165801828514949	0.046083518655794416	0	0.04274771435631332	0.04212997281937238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45888	S3_E_ST_30B	1.9118196537551375	1.0146967243741438	0.015070369909079586	1.0145099016066759	0.015008095653256944	0.00018682276746792876	6.227425582264292e-05	0.0	0.0	1.0	0.0003736455349358575	0.03026528832980446	0	0	0	0	0	0	0	0	0.871652758749533	0	0	0.009403412629219081	0	0	0	0	0	0	0	0	0	0	0	0	0.08867854029144352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02154689251463445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008718395815170008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45889	S3_E_ST_33B	2.0975712333088	1.0109347071811587	0.019556303227841448	1.010093575859531	0.019451161812637997	0.0008411313216275891	0.00010514141520344864	0.0	0.0	1.0	0.0007359899064241404	0.03133214173062769	0	0	0	0	0	0	0	0	0.8763536957207444	0	0	0.010619282935548313	0	0	0	0	0	0	0	0	0	0	0	0	0.08169487961307959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01850488907580696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007885606140258648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004941646514562086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45890	S3_E_ST_36B	2.414060480744378	1.0074954768674076	0.02016024812613078	1.005944688550013	0.020031015766347894	0.0015507883173946756	0.00012923235978288964	0.0	0.0	1.0	0.0009046265184802275	0.03644352545877488	0	0	0	0	0	0	0	0	0.8714138020160248	0	0	0.008787800465236495	0	0	0	0	0	0	0	0	0	0	0	0	0.08335487205996381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020806409925045233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009821659343499612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005815456190230033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45894	S4_E_ST_30B	2.615588655376454	1.0244167856899953	0.017207372645038427	1.0193157858940352	0.016867305991974425	0.0	0.0	0.005100999795960008	0.00034006665306400053	1.0	0.0011562266204176018	0.04781337142079847	0	0	0	0	0	0	0	0	0.7873903285043868	0	0	0.03883561177990886	0	0	0	0	0	0	0	0	0.029517785485955246	0.02965381214718085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03244235870230565	0	0.017003332653200028	0	0	0	0	0	0	0	0	0.028429572196150447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004488879820444807	0.004284839828606407	0	0.004964973134734408	0.00625722641637761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006461266408216011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004352853159219207	0	0	0	0	0	0	0	0	0	0	0.002516493232673604	0	0.002924573216350405	0	0.00047609331428960077
45895	S4_E_ST_33B	2.4749979472863126	1.0353887839724116	0.019049183019952377	1.0353887839724116	0.019049183019952377	0.0	0.0	0.0	0.0	1.0	0.0009853025699975368	0.035717218162410705	0	0	0	0	0	0	0	0	0.7975203218655063	0	0	0.04327120453239182	0	0	0	0	0	0	0	0	0.033910830117415226	0.028245340339929387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03522456687741194	0	0.013794235979965515	0	0	0	0	0	0	0	0	0.026110518104934723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005419164134986452	0.006732900894983167	0	0	0.004187535922489531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005583381229986042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45896	S4_E_ST_36B	3.3143739778302743	1.0474286752680355	0.019443939669271305	1.0372524077775758	0.018444484826458295	0.0	0.0	0.010176267490459748	0.000999454842813011	1.0	0.0011811739051426494	0.03779756496456478	0	0	0	0	0	0	0	0	0.8048337270579684	0	0	0.041522805742322366	0	0	0	0	0	0	0	0	0.027621297474105033	0.027166999818280937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03607123387243322	0	0.01126658186443758	0	0	0	0	0	0	0	0	0.024986371070325277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006360167181537343	0.0059058695257132475	0	0	0.004724695620570598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004542976558240959	0	0	0	0	0.004997274214065055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45900	S5_E_ST_30B	3.2300157977883095	1.012954186413902	0.012322274881516588	1.012954186413902	0.012322274881516588	0.0	0.0	0.0	0.0	1.0	0.0014218009478672985	0	0	0	0	0	0	0	0	0	0.13175355450236967	0.29368088467614534	0	0	0.17440758293838862	0	0	0	0.09431279620853081	0	0.0867298578199052	0.08562401263823065	0.05055292259083728	0	0.05023696682464455	0.032701421800947865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45901	S5_E_ST_33B	2.6488833746898264	1.013075014315709	0.014792899408284023	1.013075014315709	0.014792899408284023	0.0	0.0	0.0	0.0	1.0	0.000954380606986066	0	0	0	0	0	0	0	0	0	0.12941401030731056	0.294999045619393	0	0	0.18075968696316091	0	0	0	0.09238404275625119	0	0.08875739644970414	0.07988165680473373	0.05067761023096011	0	0.047432716167207484	0.03569383470127887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45902	S5_E_ST_36B	2.3587338804220397	1.0183064297952926	0.01605194336730093	1.0183064297952926	0.01605194336730093	0.0	0.0	0.0	0.0	1.0	0.0008116151140770133	0	0	0	0	0	0	0	0	0	0.1250789070249797	0.2912796464965281	0	0	0.1885652448372261	0	0	0	0.08864640634863379	0	0.08648209937776175	0.08981873929118947	0.047254035530706104	0	0.048696906844620795	0.034178014248354226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45906	S6_E_ST_30B	3.567106395182105	1.0107542299971322	0.010037281330656725	1.0107542299971322	0.010037281330656725	0.0	0.0	0.0	0.0	1.0	0.0014338973329509608	0	0	0	0	0	0	0	0	0	0.15901921422426155	0.29595640952107827	0	0	0.13378262116432463	0	0	0	0.11184399197017493	0	0.07441927158015486	0.08459994264410668	0.04961284772010324	0	0.049039288786922854	0.04172641238887296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
