sampleName	fileName	sample	Temp	Reef.Site.Name	condition	path	replaceable
S4-P-ST-36B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S4-P-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	S4_P_ST_36B	36	PrT	36_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S4-P-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	FALSE
S5-E-ST-30B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-E-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	S5_E_ST_30B	30	ExT	30_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-E-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S5-E-ST-33B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-E-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	S5_E_ST_33B	33	ExT	33_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-E-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S5-E-ST-36B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-E-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	S5_E_ST_36B	36	ExT	36_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-E-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S5-P-ST-30B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-P-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	S5_P_ST_30B	30	PrT	30_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-P-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S5-P-ST-33B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-P-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	S5_P_ST_33B	33	PrT	33_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-P-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S5-P-ST-36B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-P-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	S5_P_ST_36B	36	PrT	36_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S5-P-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	FALSE
S6-E-ST-30B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-E-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	S6_E_ST_30B	30	ExT	30_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-E-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S6-E-ST-33B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-E-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	S6_E_ST_33B	33	ExT	33_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-E-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S6-E-ST-36B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-E-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	S6_E_ST_36B	36	ExT	36_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-E-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S6-P-ST-30B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-P-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	S6_P_ST_30B	30	PrT	30_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-P-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S6-P-ST-33B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-P-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	S6_P_ST_33B	33	PrT	33_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S6-P-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S7-E-ST-30B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-E-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	S7_E_ST_30B	30	ExT	30_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-E-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S7-E-ST-33B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-E-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	S7_E_ST_33B	33	ExT	33_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-E-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S7-E-ST-36B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-E-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	S7_E_ST_36B	36	ExT	36_ExT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-E-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S7-P-ST-30B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-P-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	S7_P_ST_30B	30	PrT	30_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-P-ST-30B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S7-P-ST-33B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-P-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	S7_P_ST_33B	33	PrT	33_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-P-ST-33B/results0920_kallisto_Spis_Smic/abundance.h5	TRUE
S7-P-ST-36B	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-P-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	S7_P_ST_36B	36	PrT	36_PrT	/mnt/omics4tb2-serdar/Collaborations/Vulcan/data/181203_K00235_0152_BHWNJ7BBXX_CBASS84_RNASeq/S7-P-ST-36B/results0920_kallisto_Spis_Smic/abundance.h5	FALSE
